id,age,region,industry,company_size,acquisition_channel,visits_30d,emails_opened_30d,avg_session_min,support_tickets_90d,last_purchase_days,orders_12m,total_spend_12m,converted,cluster
645,58.0,Northeast,Education,11-50,partner,8,5,6.86,1,255,0,357.89,0,0
646,35.0,South,Education,1000+,events,9,3,6.72,1,9,3,509.26,0,2
647,41.0,Midwest,SaaS,1000+,referral,8,4,7.03,0,59,2,887.99,0,2
648,45.0,West,Education,11-50,web,6,0,6.61,0,163,1,156.53,0,0
649,67.0,West,Finance,11-50,partner,8,2,6.64,1,95,2,635.33,0,1
650,62.0,West,Finance,51-200,ads,10,5,3.59,1,98,1,722.41,1,2
651,43.0,Midwest,E-commerce,201-1000,referral,5,2,12.19,2,60,3,797.28,0,2
652,51.0,Midwest,Manufacturing,201-1000,web,7,4,7.93,1,124,0,736.03,0,0
653,28.0,Midwest,,1-10,events,11,5,6.61,1,5,4,280.54,0,2
654,59.0,Northeast,Healthcare,1-10,events,12,4,10.55,1,13,4,523.88,0,2
655,46.0,West,SaaS,11-50,partner,4,6,4.14,0,9,1,564.54,1,1
656,45.0,Midwest,Manufacturing,201-1000,ads,10,2,8.41,0,88,1,465.17,0,0
657,57.0,Midwest,Manufacturing,201-1000,referral,4,3,5.28,0,56,4,126.47,0,1
658,50.0,West,Finance,1-10,ads,12,2,7.39,1,79,2,824.51,0,2
659,21.0,Midwest,Finance,51-200,web,9,3,7.43,0,9,4,1138.4,1,2
660,32.0,Northeast,E-commerce,1-10,referral,9,6,1.36,1,3,0,388.66,0,2
661,27.0,Northeast,SaaS,51-200,ads,8,5,3.35,0,31,3,911.34,0,2
662,56.0,South,Manufacturing,1000+,ads,6,4,9.99,0,151,0,791.55,0,0
663,19.0,West,Healthcare,51-200,web,7,4,5.95,2,119,1,288.09,0,0
664,28.0,Northeast,E-commerce,1-10,events,6,2,10.9,0,141,3,281.82,0,0
665,49.0,West,Education,51-200,referral,12,4,9.38,1,14,2,673.88,1,2
666,54.0,West,SaaS,11-50,ads,9,5,6.02,2,172,2,778.36,0,0
667,44.0,West,SaaS,201-1000,ads,8,1,5.82,3,73,2,724.76,0,1
668,62.0,Midwest,E-commerce,11-50,ads,5,2,10.13,1,89,1,740.21,0,1
669,65.0,Northeast,Healthcare,201-1000,events,3,1,11.13,0,322,6,592.84,0,0
670,24.0,West,,11-50,partner,14,3,5.87,1,174,6,224.06,0,0
671,67.0,Midwest,E-commerce,1-10,events,6,2,9.88,0,24,4,317.96,0,1
672,,South,Healthcare,11-50,referral,8,2,8.77,0,111,3,900.3,0,0
673,51.0,South,Healthcare,1-10,referral,7,3,9.15,3,46,0,555.95,1,1
674,22.0,Northeast,Finance,11-50,ads,8,4,6.72,0,17,1,632.74,0,2
675,50.0,West,Finance,51-200,ads,11,4,5.02,3,134,1,926.39,0,2
676,55.0,West,Manufacturing,1-10,referral,5,4,4.18,0,11,0,748.29,0,1
677,48.0,South,Education,1-10,ads,9,4,3.63,4,125,1,461.73,0,1
678,22.0,Midwest,E-commerce,1-10,web,2,4,10.7,2,316,4,447.24,0,0
679,45.0,West,Manufacturing,1-10,ads,11,2,6.52,0,5,2,510.42,1,1
680,66.0,South,Finance,201-1000,partner,8,1,3.98,4,25,5,333.62,0,1
681,55.0,South,E-commerce,1000+,ads,6,7,8.71,1,103,1,552.84,0,0
682,25.0,West,Healthcare,1-10,events,5,2,5.45,0,52,2,427.49,0,1
683,67.0,South,Education,201-1000,events,11,6,5.07,0,5,2,526.93,0,1
684,67.0,Midwest,Education,201-1000,events,4,3,11.05,5,57,2,943.94,0,1
685,26.0,Northeast,Healthcare,1000+,web,8,9,3.57,1,128,1,628.42,0,2
686,59.0,Midwest,SaaS,11-50,events,6,3,7.02,2,35,2,597.17,0,1
687,39.0,South,E-commerce,11-50,referral,6,4,5.2,0,203,1,666.17,1,0
688,48.0,South,SaaS,51-200,ads,7,2,4.85,2,1,3,814.12,0,1
689,41.0,South,Education,201-1000,ads,5,3,3.28,2,66,0,248.43,0,1
690,58.0,Midwest,Finance,201-1000,referral,11,4,6.63,1,5,2,1291.5,1,2
691,69.0,West,Healthcare,51-200,events,11,4,4.58,2,37,3,528.53,0,1
692,59.0,West,Education,11-50,partner,10,3,7.8,1,29,1,239.32,1,1
693,66.0,Midwest,Education,201-1000,events,6,2,6.4,3,7,2,131.57,0,1
694,67.0,South,Education,201-1000,events,7,3,5.81,0,125,3,687.9,0,0
695,22.0,South,SaaS,11-50,ads,6,1,4.59,1,108,2,564.15,0,0
696,,South,Finance,51-200,partner,7,3,9.65,2,13,1,658.93,0,2
697,55.0,Northeast,Manufacturing,11-50,ads,12,4,8.12,1,25,0,635.08,1,2
698,48.0,West,Education,51-200,ads,3,3,5.0,2,28,1,372.07,0,1
699,,West,E-commerce,51-200,partner,10,3,3.51,0,74,4,586.64,0,2
700,22.0,South,Healthcare,201-1000,partner,12,3,2.35,0,3,1,646.74,1,2
701,45.0,West,Manufacturing,1000+,events,4,6,9.0,1,33,4,541.02,1,1
702,50.0,West,SaaS,11-50,partner,6,1,8.5,3,19,4,595.94,0,1
703,26.0,Midwest,Finance,11-50,partner,7,0,8.8,2,66,2,543.3,0,1
704,26.0,South,SaaS,11-50,events,6,5,6.24,2,18,4,553.34,0,2
705,24.0,South,Manufacturing,1-10,web,5,1,8.27,0,13,2,942.55,0,2
706,47.0,West,SaaS,11-50,partner,3,3,8.76,3,6,3,249.31,0,1
707,18.0,Northeast,SaaS,1-10,referral,13,1,6.35,1,16,1,606.44,0,2
708,47.0,Midwest,E-commerce,11-50,ads,3,2,5.71,2,64,5,576.37,0,1
709,42.0,West,E-commerce,1-10,partner,7,2,4.35,3,81,3,843.32,0,2
710,42.0,Midwest,Healthcare,11-50,referral,9,2,7.44,0,191,2,667.72,0,0
711,53.0,West,E-commerce,201-1000,events,5,1,7.73,1,1,2,77.67,0,1
712,45.0,Midwest,Healthcare,11-50,ads,9,4,5.61,0,48,0,454.3,1,1
713,55.0,West,Finance,51-200,referral,7,4,5.86,2,3,3,929.55,1,2
714,57.0,West,Finance,1000+,referral,6,2,6.02,0,208,2,423.28,0,0
715,65.0,Midwest,Manufacturing,51-200,ads,8,1,8.24,0,34,0,298.79,0,1
716,59.0,West,Healthcare,1-10,events,14,3,3.48,2,99,2,835.33,0,2
717,44.0,Midwest,Finance,11-50,web,5,1,4.07,2,55,2,761.5,0,1
718,43.0,South,Education,51-200,ads,7,1,4.11,0,86,0,111.26,0,1
719,30.0,South,E-commerce,51-200,events,9,2,6.17,5,3,3,260.33,0,1
720,49.0,West,Education,1-10,ads,5,2,7.19,2,50,2,27.14,0,1
721,25.0,Northeast,Manufacturing,11-50,ads,6,6,4.15,1,15,4,512.07,0,2
722,66.0,Midwest,E-commerce,51-200,referral,9,8,,1,45,1,964.73,0,2
723,61.0,South,E-commerce,11-50,web,7,2,9.72,1,49,1,629.2,0,1
724,24.0,South,Healthcare,51-200,partner,10,3,7.41,1,25,6,862.82,0,2
725,58.0,South,E-commerce,1-10,events,6,2,8.97,0,78,4,485.28,0,1
726,24.0,Northeast,Finance,11-50,ads,8,7,4.49,3,113,2,635.42,0,2
727,55.0,Midwest,Manufacturing,201-1000,ads,8,2,4.54,2,6,1,877.76,1,1
728,22.0,West,Finance,11-50,web,7,6,7.63,0,1,1,556.73,1,2
729,43.0,Northeast,SaaS,51-200,events,9,0,6.42,0,125,1,725.9,1,0
730,52.0,Midwest,E-commerce,11-50,events,7,3,4.53,0,47,3,1001.4,0,2
731,55.0,West,Education,11-50,events,8,1,9.64,1,43,5,924.5,1,2
732,39.0,Northeast,E-commerce,1000+,referral,9,2,7.16,1,213,1,858.43,0,0
733,65.0,South,Finance,11-50,partner,14,3,8.04,2,21,2,1192.24,0,2
734,58.0,Midwest,Education,11-50,ads,8,3,,0,40,1,415.12,0,1
735,28.0,West,E-commerce,1000+,referral,7,4,10.2,0,71,6,1043.22,1,2
736,52.0,South,Finance,201-1000,referral,5,4,6.16,1,18,3,211.61,0,1
737,55.0,West,Healthcare,51-200,referral,8,1,8.74,1,39,2,986.54,1,2
738,35.0,Northeast,SaaS,1-10,ads,11,3,5.22,0,83,4,570.35,0,2
739,56.0,South,Healthcare,1-10,web,5,2,,0,44,1,402.71,0,1
740,64.0,West,Healthcare,51-200,partner,6,1,7.73,2,70,1,219.93,0,1
741,60.0,Midwest,SaaS,11-50,ads,8,3,10.89,0,103,2,602.15,0,0
742,57.0,Midwest,Manufacturing,11-50,events,8,1,5.53,2,6,0,688.09,0,1
743,50.0,Northeast,Finance,201-1000,referral,14,5,6.95,1,161,5,640.47,0,0
744,32.0,West,SaaS,11-50,web,4,4,7.8,1,99,4,462.7,0,0
745,59.0,South,Manufacturing,1-10,referral,5,3,3.39,0,7,2,956.7,1,1
746,36.0,South,Manufacturing,1-10,events,4,5,1.72,0,42,2,460.31,0,1
747,45.0,South,SaaS,11-50,referral,5,4,4.31,3,9,0,700.87,0,1
748,34.0,South,SaaS,51-200,partner,5,3,8.63,0,125,3,582.49,0,0
749,34.0,South,Healthcare,201-1000,events,8,3,10.28,1,59,3,1315.95,1,2
750,26.0,Midwest,Finance,1-10,referral,7,6,4.47,0,8,3,412.74,1,2
751,67.0,South,Education,1-10,partner,10,1,3.82,1,21,3,1047.73,0,1
752,25.0,Northeast,Healthcare,51-200,referral,15,3,9.88,4,105,0,326.96,0,2
753,22.0,West,Finance,11-50,referral,9,2,5.26,5,10,2,494.08,1,2
754,66.0,West,SaaS,51-200,referral,9,2,5.68,1,76,2,408.65,1,1
755,46.0,Midwest,Finance,1000+,partner,11,1,9.71,2,7,4,618.15,0,2
756,40.0,South,Manufacturing,51-200,events,7,4,9.35,1,59,4,842.79,0,2
757,56.0,Northeast,Finance,11-50,referral,7,1,8.55,1,42,1,665.9,0,1
758,37.0,West,Healthcare,1000+,referral,8,4,2.73,1,71,4,279.12,0,1
759,24.0,West,E-commerce,1-10,events,6,3,3.73,2,21,1,779.38,1,2
760,55.0,West,Manufacturing,1000+,ads,13,4,8.97,2,19,3,698.8,0,2
761,27.0,Midwest,SaaS,51-200,ads,4,2,7.2,0,2,1,764.71,0,1
762,46.0,Northeast,E-commerce,51-200,partner,13,1,4.79,0,57,4,797.27,0,2
763,67.0,Northeast,SaaS,1000+,web,8,1,5.74,3,48,2,264.98,0,1
764,66.0,Northeast,Manufacturing,51-200,events,10,3,8.94,1,36,0,563.6,1,1
765,36.0,Northeast,Healthcare,11-50,referral,10,3,9.86,1,93,4,871.65,0,2
766,58.0,Northeast,Manufacturing,11-50,partner,11,4,6.49,0,30,0,1036.72,0,2
767,49.0,West,Finance,51-200,ads,10,1,4.99,2,29,2,453.35,0,1
768,42.0,Northeast,Finance,51-200,partner,8,4,5.89,2,62,3,1628.79,0,2
769,25.0,Northeast,Finance,11-50,partner,4,2,9.45,0,34,0,657.75,0,1
770,37.0,West,E-commerce,201-1000,web,12,1,9.41,1,145,3,665.8,0,0
771,51.0,South,Finance,51-200,web,14,3,,2,19,0,955.08,1,2
772,69.0,West,Education,11-50,events,5,0,5.34,0,20,3,132.11,0,1
773,18.0,South,Manufacturing,1-10,ads,13,4,8.88,1,19,2,951.68,1,2
774,55.0,West,Finance,11-50,referral,10,1,10.07,0,63,2,394.78,0,1
775,62.0,South,Manufacturing,1-10,web,13,3,3.3,1,96,2,925.7,0,2
776,67.0,South,Manufacturing,1-10,web,4,5,5.99,2,32,1,224.93,0,1
777,40.0,South,Finance,11-50,events,7,2,9.04,1,139,2,525.27,0,0
778,24.0,Midwest,Healthcare,1-10,events,14,5,6.66,1,2,2,1141.4,0,2
779,32.0,Midwest,SaaS,11-50,referral,10,1,5.43,3,104,0,694.06,0,2
780,62.0,South,E-commerce,51-200,referral,13,6,6.91,0,195,2,638.87,0,0
781,63.0,Northeast,Manufacturing,11-50,ads,11,0,7.32,2,50,3,873.8,0,1
782,51.0,West,SaaS,1000+,web,7,3,4.02,0,56,1,216.66,0,1
783,24.0,Midwest,Healthcare,1000+,ads,12,5,6.7,1,139,4,1242.64,0,2
784,24.0,Northeast,Education,51-200,partner,8,2,7.31,1,7,4,524.34,0,2
785,42.0,Midwest,E-commerce,1000+,events,4,3,5.42,0,38,3,476.84,0,1
786,48.0,West,Manufacturing,201-1000,referral,7,3,4.79,2,1,2,756.56,0,1
787,19.0,Midwest,Finance,11-50,web,10,7,5.32,0,83,3,784.23,0,2
788,53.0,South,SaaS,201-1000,web,9,1,4.36,2,31,0,480.55,0,1
789,46.0,West,E-commerce,1-10,referral,6,4,8.37,0,21,4,673.42,0,1
790,18.0,Northeast,Education,51-200,partner,16,2,4.34,1,192,2,988.71,0,0
791,22.0,West,Manufacturing,51-200,web,13,2,6.92,1,15,4,757.14,0,2
792,41.0,Midwest,Manufacturing,1-10,partner,14,4,,1,56,2,680.9,1,2
793,55.0,Northeast,Manufacturing,11-50,ads,10,1,4.95,1,30,3,452.69,0,1
794,60.0,South,SaaS,1000+,partner,10,3,9.52,0,95,1,962.81,0,0
795,40.0,West,Education,11-50,ads,15,1,6.21,1,6,6,759.14,0,2
796,33.0,Midwest,SaaS,1-10,web,6,1,5.03,0,123,1,485.77,0,0
797,68.0,South,SaaS,1-10,web,6,6,4.82,3,96,1,754.23,0,1
798,41.0,Midwest,Education,51-200,ads,8,5,7.25,3,53,0,536.13,0,2
799,34.0,South,,201-1000,ads,9,1,8.32,1,2,1,267.35,0,1
800,41.0,South,Finance,201-1000,events,4,3,9.3,1,87,3,369.52,0,1
801,18.0,South,Manufacturing,11-50,events,4,2,6.13,2,77,3,509.42,0,1
802,33.0,South,SaaS,11-50,web,6,0,6.0,2,20,0,424.48,1,1
803,44.0,Northeast,Finance,1-10,referral,9,4,6.79,1,66,2,601.55,0,2
804,65.0,South,Manufacturing,51-200,referral,14,4,6.87,0,40,4,1026.96,0,2
805,56.0,South,Healthcare,201-1000,web,7,1,4.8,1,112,3,453.94,0,1
806,58.0,South,Finance,201-1000,web,9,4,9.72,0,98,2,632.64,0,0
807,46.0,Northeast,Healthcare,11-50,web,10,4,6.55,0,1,3,567.6,0,2
808,23.0,Midwest,Manufacturing,51-200,ads,10,2,7.68,0,57,2,1041.22,0,2
809,38.0,Midwest,SaaS,11-50,web,8,3,7.43,2,2,1,972.82,0,2
810,69.0,Northeast,Manufacturing,51-200,web,3,1,7.39,2,71,5,278.45,0,1
811,20.0,Midwest,Education,51-200,web,8,7,4.29,1,17,2,965.59,0,2
812,63.0,Midwest,Education,51-200,partner,6,5,6.49,2,191,2,1151.07,0,0
813,53.0,South,,51-200,partner,8,1,11.52,3,111,6,455.18,0,0
814,32.0,Midwest,Finance,1000+,events,13,5,9.99,1,127,2,1003.56,0,2
815,58.0,West,Healthcare,11-50,web,9,1,6.85,1,51,4,152.84,0,1
816,61.0,South,E-commerce,1-10,referral,5,2,5.69,4,69,1,366.15,0,1
817,20.0,West,Manufacturing,11-50,ads,8,4,1.62,2,21,2,437.6,0,2
818,23.0,South,Finance,51-200,partner,11,1,5.41,2,29,2,132.34,0,1
819,52.0,South,Education,51-200,web,1,0,6.33,1,18,1,784.3,0,1
820,69.0,South,SaaS,51-200,referral,11,4,5.8,0,119,3,718.85,0,0
821,19.0,West,Education,201-1000,ads,7,4,5.96,0,15,1,281.68,0,1
822,52.0,South,,11-50,web,7,4,7.87,1,18,2,404.15,0,1
823,25.0,South,Manufacturing,51-200,referral,11,4,4.3,1,47,3,961.46,1,2
824,51.0,South,SaaS,201-1000,partner,10,4,7.1,0,16,3,398.28,0,1
825,50.0,South,Finance,11-50,ads,7,3,6.26,1,155,5,337.34,0,0
826,,Northeast,Finance,11-50,ads,6,4,4.56,2,11,0,481.32,0,1
827,53.0,South,Finance,1-10,ads,10,4,10.18,2,10,2,654.98,0,2
828,64.0,South,SaaS,11-50,events,13,5,8.15,1,40,4,1169.0,1,2
829,62.0,West,Healthcare,201-1000,ads,13,6,4.77,1,32,2,725.44,0,2
830,19.0,South,E-commerce,1000+,ads,10,2,7.64,3,5,0,666.61,1,2
831,30.0,South,Finance,51-200,events,6,2,3.44,0,35,0,497.76,0,1
832,30.0,West,E-commerce,11-50,web,11,3,5.04,2,65,2,502.7,0,2
833,41.0,Midwest,Healthcare,51-200,web,3,2,,1,145,2,784.12,0,0
834,25.0,Northeast,Finance,201-1000,ads,7,2,7.27,3,176,2,276.39,0,0
835,62.0,Northeast,SaaS,11-50,referral,12,4,7.1,1,23,2,402.19,0,1
836,58.0,Northeast,Education,201-1000,referral,5,3,8.67,0,55,4,77.92,0,1
837,60.0,Northeast,Education,1-10,web,10,4,7.84,0,5,6,548.59,0,1
838,28.0,Midwest,SaaS,1-10,events,15,4,5.91,0,29,4,793.01,0,2
839,18.0,West,SaaS,1-10,partner,5,1,8.56,0,27,2,522.01,0,1
840,65.0,South,Manufacturing,1-10,partner,7,3,2.78,1,19,1,585.59,1,1
841,33.0,Northeast,E-commerce,201-1000,web,11,1,5.03,0,40,1,247.74,1,1
842,52.0,South,Manufacturing,11-50,referral,12,1,6.29,2,163,3,773.83,1,0
843,65.0,Northeast,Healthcare,11-50,partner,9,4,7.71,5,40,3,607.15,0,1
844,19.0,West,Healthcare,11-50,ads,9,2,5.79,1,103,2,995.0,0,2
845,18.0,Northeast,E-commerce,11-50,partner,5,3,2.58,0,41,3,714.47,0,2
846,18.0,South,Finance,11-50,partner,7,2,2.27,2,12,1,492.48,0,1
847,26.0,Midwest,SaaS,1-10,ads,14,3,6.35,0,290,1,430.64,0,0
848,20.0,South,Healthcare,51-200,partner,9,3,5.45,3,18,4,564.48,0,2
849,60.0,Midwest,Healthcare,1-10,referral,4,5,,0,13,2,569.6,1,1
850,49.0,South,SaaS,201-1000,web,7,2,4.13,0,2,1,1049.28,0,2
851,68.0,Midwest,,11-50,events,7,5,6.79,2,120,4,896.48,0,0
852,59.0,West,Finance,201-1000,web,9,2,9.36,1,0,5,644.61,0,1
853,68.0,South,Education,201-1000,referral,15,2,6.79,0,174,1,464.88,0,0
854,30.0,South,SaaS,1-10,web,8,3,9.39,1,15,1,673.99,0,2
855,32.0,West,Manufacturing,1-10,referral,6,1,5.68,2,24,0,815.45,1,1
856,62.0,West,Manufacturing,1000+,referral,8,4,7.48,1,11,2,499.41,0,1
857,30.0,Midwest,Education,51-200,web,6,3,9.47,1,41,2,690.78,1,2
858,20.0,Midwest,Manufacturing,51-200,ads,14,5,6.15,0,8,4,218.36,0,2
859,52.0,Midwest,Healthcare,1-10,events,6,2,6.56,0,51,1,315.84,0,1
860,59.0,Midwest,Education,11-50,web,4,3,5.68,0,58,4,345.22,1,1
861,68.0,South,Education,51-200,events,4,2,7.8,3,13,1,799.94,0,1
862,66.0,West,Finance,201-1000,ads,9,5,8.48,2,10,2,135.89,0,1
863,24.0,West,E-commerce,11-50,ads,11,3,7.27,2,26,2,288.87,0,2
864,58.0,South,Finance,201-1000,ads,4,1,6.0,1,29,1,29.4,0,1
865,61.0,South,Manufacturing,51-200,referral,4,8,3.2,0,114,3,753.73,0,1
866,54.0,West,Manufacturing,1-10,web,10,3,6.39,2,84,0,968.54,0,2
867,60.0,West,Healthcare,11-50,ads,6,5,6.08,0,71,0,533.63,0,1
868,61.0,Northeast,E-commerce,11-50,events,2,2,7.02,0,53,2,1009.46,1,1
869,41.0,South,Education,11-50,ads,12,4,6.76,1,57,2,402.94,1,2
870,,West,SaaS,51-200,ads,10,2,9.96,0,83,5,618.44,0,0
871,41.0,Midwest,SaaS,11-50,partner,6,4,4.97,1,13,0,488.47,1,1
872,28.0,Midwest,Finance,11-50,referral,8,5,3.03,0,37,1,654.73,0,2
873,23.0,West,Manufacturing,51-200,web,6,4,3.99,0,5,0,629.95,0,2
874,24.0,West,E-commerce,51-200,ads,9,6,5.11,0,21,2,667.95,0,2
875,54.0,West,Healthcare,51-200,events,8,3,8.88,1,12,2,787.16,1,2
876,44.0,West,E-commerce,51-200,referral,5,1,3.65,2,219,0,453.08,0,0
877,46.0,Midwest,Healthcare,11-50,events,6,3,3.94,0,100,0,827.68,0,1
878,56.0,Midwest,SaaS,51-200,events,10,5,7.41,0,101,3,1201.67,0,2
879,46.0,South,Finance,11-50,referral,6,5,8.37,5,106,0,861.75,1,2
880,50.0,South,Finance,11-50,ads,14,2,3.09,0,7,2,426.92,0,1
881,22.0,South,E-commerce,1-10,partner,11,3,2.6,3,11,2,543.28,0,2
882,62.0,South,E-commerce,51-200,ads,8,2,4.77,3,27,3,729.47,0,1
883,41.0,Midwest,Education,51-200,partner,7,3,7.95,1,59,2,801.33,0,2
884,26.0,South,E-commerce,11-50,events,9,6,6.82,3,75,3,652.55,0,2
885,60.0,Midwest,SaaS,201-1000,partner,13,1,4.85,1,22,2,196.39,0,1
886,56.0,Midwest,SaaS,201-1000,events,4,4,8.13,4,52,3,500.27,0,1
887,20.0,Northeast,Manufacturing,1-10,events,8,3,6.77,1,51,4,756.42,0,2
888,28.0,Northeast,Healthcare,51-200,events,16,3,6.26,0,55,2,626.65,0,2
889,18.0,West,SaaS,11-50,events,6,0,2.95,0,61,3,977.58,1,2
890,32.0,Midwest,Manufacturing,1000+,referral,9,1,4.8,1,250,3,277.98,0,0
891,23.0,Midwest,SaaS,11-50,web,9,7,10.81,1,26,1,1124.27,1,2
892,,South,Healthcare,11-50,web,12,4,5.76,0,21,4,1045.84,0,2
893,45.0,South,SaaS,11-50,referral,10,2,4.4,0,26,0,50.66,0,1
894,68.0,Northeast,Education,11-50,partner,7,5,5.66,0,194,3,491.38,0,0
895,56.0,Midwest,Education,51-200,ads,8,4,6.76,0,29,0,1053.93,0,2
896,49.0,Northeast,Education,51-200,ads,8,2,8.44,2,15,3,92.3,0,1
897,44.0,South,E-commerce,11-50,web,7,2,7.87,3,9,3,321.34,0,1
898,20.0,Midwest,E-commerce,51-200,partner,8,3,5.01,1,53,2,712.23,0,2
899,21.0,Northeast,Manufacturing,201-1000,referral,7,3,9.3,0,64,2,355.12,0,0
900,50.0,Northeast,Education,201-1000,partner,8,2,8.29,0,29,3,611.99,0,1
901,18.0,South,SaaS,51-200,web,8,3,5.52,3,33,1,757.7,0,2
902,20.0,Northeast,Education,11-50,referral,6,4,6.22,1,1,2,381.37,0,2
903,29.0,West,Education,1-10,web,7,2,7.82,2,22,2,278.79,0,1
904,63.0,Northeast,Finance,201-1000,referral,9,4,8.86,1,135,1,847.39,0,0
905,41.0,South,Finance,201-1000,events,9,4,3.16,3,97,1,1089.85,0,2
906,54.0,Midwest,SaaS,51-200,ads,9,3,6.65,3,89,3,583.1,0,1
907,39.0,Midwest,SaaS,201-1000,ads,10,0,6.43,2,52,2,1088.63,1,2
908,27.0,Northeast,SaaS,1-10,referral,11,3,5.24,1,34,0,873.32,0,2
909,37.0,West,SaaS,51-200,referral,5,1,5.23,0,37,4,994.46,0,2
910,22.0,West,Manufacturing,11-50,partner,6,3,8.82,1,51,4,668.61,0,2
911,58.0,Northeast,Finance,1-10,events,3,3,7.68,0,13,2,681.74,0,1
912,27.0,Northeast,Education,51-200,partner,7,0,11.13,2,95,3,599.96,0,0
913,37.0,West,E-commerce,11-50,partner,10,1,5.25,0,6,1,267.58,0,1
914,68.0,South,Manufacturing,1000+,ads,8,1,6.8,0,36,3,520.78,0,1
915,48.0,Northeast,E-commerce,11-50,web,5,4,7.18,0,19,1,244.4,0,1
916,41.0,Northeast,Manufacturing,201-1000,partner,10,6,8.47,3,93,3,472.6,0,2
917,46.0,South,SaaS,201-1000,events,6,6,9.49,3,93,2,1148.7,0,2
918,58.0,South,SaaS,51-200,ads,6,1,6.71,3,19,1,1064.57,0,1
919,,South,SaaS,1000+,web,5,2,4.09,2,15,2,410.01,0,1
920,51.0,West,Education,11-50,partner,5,5,4.94,1,2,1,422.35,1,1
921,63.0,South,E-commerce,11-50,events,9,2,6.81,2,55,6,353.47,0,1
922,47.0,Midwest,Healthcare,1-10,referral,6,3,8.97,2,8,4,345.15,0,1
923,41.0,South,Healthcare,11-50,web,13,2,3.32,1,61,2,366.02,0,1
924,25.0,Midwest,Education,201-1000,partner,6,1,3.93,1,97,4,484.69,0,1
925,30.0,Midwest,Healthcare,51-200,referral,8,1,8.17,0,91,2,484.27,0,0
926,67.0,Northeast,SaaS,11-50,partner,7,5,3.65,1,74,2,688.68,0,1
927,46.0,Midwest,Healthcare,11-50,partner,10,4,4.02,3,79,3,909.2,0,2
928,33.0,South,E-commerce,51-200,referral,8,1,9.0,0,139,2,429.56,1,0
929,39.0,Northeast,Education,201-1000,web,4,1,6.01,1,113,0,998.73,0,0
930,48.0,Midwest,Education,11-50,ads,5,2,5.84,0,41,0,484.46,0,1
931,45.0,South,SaaS,201-1000,ads,10,2,9.51,1,178,5,1052.13,0,0
932,54.0,South,Education,51-200,events,12,1,4.16,1,15,2,420.14,0,1
933,31.0,West,SaaS,201-1000,referral,9,3,3.72,0,44,3,566.41,0,2
934,51.0,West,Finance,11-50,referral,7,8,10.08,1,45,0,768.62,0,2
935,41.0,South,Healthcare,51-200,events,8,5,7.01,5,142,3,1005.09,0,2
936,66.0,Northeast,E-commerce,1-10,partner,5,1,8.0,1,186,2,647.93,1,0
937,26.0,South,Healthcare,11-50,partner,5,3,5.82,1,14,1,684.76,0,2
938,25.0,South,E-commerce,201-1000,events,9,4,6.27,3,121,2,658.67,0,2
939,42.0,Midwest,Education,51-200,partner,10,2,4.95,1,189,2,830.02,0,0
940,44.0,Northeast,Manufacturing,1-10,events,7,4,7.2,1,68,4,59.03,0,1
941,53.0,Midwest,,201-1000,partner,6,1,8.33,0,18,2,405.98,0,1
942,39.0,Midwest,,1-10,ads,10,3,6.93,2,154,4,989.08,0,0
943,65.0,Midwest,Finance,51-200,web,7,3,8.83,0,32,3,231.48,0,1
944,,Northeast,Healthcare,1000+,partner,13,6,7.96,3,15,3,443.82,0,2
945,24.0,West,Education,51-200,partner,9,1,4.19,0,32,4,315.82,0,1
946,24.0,West,Finance,201-1000,events,2,4,6.18,3,45,3,843.79,0,2
947,68.0,Northeast,Healthcare,51-200,partner,9,5,5.51,1,6,3,597.25,0,1
948,24.0,West,Healthcare,201-1000,ads,6,4,8.16,1,47,1,761.71,0,2
949,67.0,Northeast,Healthcare,51-200,ads,3,1,7.52,2,10,4,1051.87,0,1
950,32.0,West,Finance,51-200,web,4,4,6.78,1,224,2,702.05,0,0
951,22.0,West,Education,11-50,web,6,3,8.73,3,91,2,561.83,0,2
952,33.0,Northeast,Healthcare,201-1000,web,7,0,2.4,0,65,2,493.56,0,1
953,,West,Education,11-50,events,6,5,5.17,2,13,0,340.07,0,1
954,40.0,West,Education,1000+,partner,7,4,5.36,0,176,2,749.76,0,0
955,58.0,West,Healthcare,11-50,referral,11,0,7.05,0,90,0,1300.18,0,0
956,49.0,West,Manufacturing,11-50,ads,4,1,7.72,2,25,2,601.43,0,1
957,38.0,South,E-commerce,201-1000,ads,10,1,6.5,0,16,1,702.14,0,2
958,51.0,Northeast,Manufacturing,11-50,referral,14,1,3.61,1,8,3,750.45,1,2
959,68.0,West,E-commerce,11-50,ads,7,0,7.39,0,33,2,511.73,0,1
960,39.0,South,Finance,201-1000,referral,7,3,6.78,1,16,4,684.22,0,2
961,25.0,South,E-commerce,1-10,partner,8,2,3.27,0,6,1,360.42,1,1
962,39.0,Midwest,Healthcare,1-10,partner,7,3,5.85,0,29,6,470.95,0,1
963,61.0,South,Healthcare,51-200,web,6,1,7.32,0,365,6,427.09,0,0
964,29.0,Northeast,Education,11-50,ads,11,1,10.14,0,69,2,1191.46,0,2
965,67.0,South,SaaS,11-50,events,14,4,4.1,0,16,1,934.72,1,2
966,48.0,Northeast,Manufacturing,1-10,events,8,3,8.24,0,155,1,442.14,0,0
967,49.0,South,Manufacturing,11-50,partner,9,0,4.13,2,25,0,192.2,0,1
